CODE,THEME_A_CD,THEME_A_NM,THEME_B_CD,THEME_B_NM,THEME_C_CD,THEME_C_NM,THEME_D_CD,THEME_D_NM,GMAP_X,GMAP_Y
10002100010272,10002,지하철역,10,수도권,001,1호선,0272,종로3가,126.991936054592,37.571935257621398
10002100010273,10002,지하철역,10,수도권,001,1호선,0273,종로5가,127.002019671447,37.570984202297701
10002100010274,10002,지하철역,10,수도권,001,1호선,0274,주안,126.680277371553,37.465224763194399
10002100010275,10002,지하철역,10,수도권,001,1호선,0275,중동,126.76475975204001,37.486947310444201
10002100010276,10002,지하철역,10,수도권,001,1호선,0276,지제,127.070443270326,37.0209897754442
10002100010277,10002,지하철역,10,수도권,001,1호선,0277,지행,127.055783083328,37.892324417710299
10002100010278,10002,지하철역,10,수도권,001,1호선,0278,직산,127.143977628836,36.870470138031102
10002100010279,10002,지하철역,10,수도권,001,1호선,0279,진위,127.062238839662,37.109914995552202
10002100010280,10002,지하철역,10,수도권,001,1호선,0280,창동,127.04771,37.653205
10002100010281,10002,지하철역,10,수도권,001,1호선,0281,천안,127.146749690025,36.810005126282299
10002100010282,10002,지하철역,10,수도권,001,1호선,0282,청량리,127.045042,37.580117000000001
10002100010283,10002,지하철역,10,수도권,001,1호선,0283,평택,127.084193595703,36.992074527820797
10002100010285,10002,지하철역,10,수도권,001,1호선,0285,화서,126.989582026864,37.284170496982703
10002100010286,10002,지하철역,10,수도권,001,1호선,0286,회기,127.058192706187,37.589804821107897
10002100010287,10002,지하철역,10,수도권,001,1호선,0287,회룡,127.04717454545001,37.724451248148398
10002100010751,10002,지하철역,10,수도권,001,1호선,0751,광명,126.884435815869,37.416133805879603
10002100010752,10002,지하철역,10,수도권,001,1호선,0752,당정,126.948361257672,37.344283699999899
10002100010753,10002,지하철역,10,수도권,001,1호선,0753,동묘앞,127.015671331695,37.572194282867301
10002100010754,10002,지하철역,10,수도권,001,1호선,0754,서동탄,127.051640209786,37.1954575048115
10002100020288,10002,지하철역,10,수도권,002,2호선,0288,강남,127.028200919409,37.498382734247201
10002100020290,10002,지하철역,10,수도권,002,2호선,0290,건대입구,127.06918528200001,37.5403997073673
10002100020294,10002,지하철역,10,수도권,002,2호선,0294,까치산,126.84646953809801,37.532014741068103
10002100020295,10002,지하철역,10,수도권,002,2호선,0295,낙성대,126.963639381709,37.477144891437803
10002100020296,10002,지하철역,10,수도권,002,2호선,0296,당산,126.902504757378,37.534935505003602
10002100020298,10002,지하철역,10,수도권,002,2호선,0298,도림천,126.882882424958,37.514356728467803
10002100020299,10002,지하철역,10,수도권,002,2호선,0299,동대문역사문화공원,127.007907066378,37.565147744742902
10002100020300,10002,지하철역,10,수도권,002,2호선,0300,뚝섬,127.047410269265,37.547246819163703
10002100020301,10002,지하철역,10,수도권,002,2호선,0301,문래,126.89478086160101,37.518072974369701
10002100020303,10002,지하철역,10,수도권,002,2호선,0303,봉천,126.94177024331201,37.4827292770753
10002100020306,10002,지하철역,10,수도권,002,2호선,0306,상왕십리,127.028749737149,37.5646957678657
10002100020308,10002,지하철역,10,수도권,002,2호선,0308,서초,127.007632261062,37.491920016173403
10002100020309,10002,지하철역,10,수도권,002,2호선,0309,선릉,127.04818487270801,37.504267201426202
10002100020310,10002,지하철역,10,수도권,002,2호선,0310,잠실나루,127.103750543865,37.520841212526797
10002100020311,10002,지하철역,10,수도권,002,2호선,0311,성수,127.055958738933,37.544630311665202
10002100020312,10002,지하철역,10,수도권,002,2호선,0312,시청,126.977177060781,37.565957783039003
10002100020313,10002,지하철역,10,수도권,002,2호선,0313,신답,127.04736968540701,37.569663461770801
10002100020314,10002,지하철역,10,수도권,002,2호선,0314,신당,127.018957081087,37.565699519846802
10002100020315,10002,지하철역,10,수도권,002,2호선,0315,신대방,126.91347164279,37.487674292155297
10002100020316,10002,지하철역,10,수도권,002,2호선,0316,신도림,126.89156699999999,37.509073000000001
10002100020318,10002,지하철역,10,수도권,002,2호선,0318,신설동,127.024709303704,37.576086500000002
10002100020319,10002,지하철역,10,수도권,002,2호선,0319,신정네거리,126.852819067091,37.520514349778999
10002100020320,10002,지하철역,10,수도권,002,2호선,0320,잠실새내,127.086536898883,37.511729568085997
10002100020321,10002,지하철역,10,수도권,002,2호선,0321,신촌,126.936845926808,37.555328924692297
10002100020323,10002,지하철역,10,수도권,002,2호선,0323,양천구청,126.865829079439,37.512320139161801
10002100020324,10002,지하철역,10,수도권,002,2호선,0324,역삼,127.03639859481299,37.5009250191574
10002100020325,10002,지하철역,10,수도권,002,2호선,0325,영등포구청,126.895070326983,37.5242074805697
10002100020327,10002,지하철역,10,수도권,002,2호선,0327,용답,127.050737884512,37.562093800836102
10002100020329,10002,지하철역,10,수도권,002,2호선,0329,을지로3가,126.990935181475,37.566202737889803
10002100020330,10002,지하철역,10,수도권,002,2호선,0330,을지로4가,126.997039304873,37.566724245735003
10002100020332,10002,지하철역,10,수도권,002,2호선,0332,이대,126.945445885575,37.556839777224098
10002100020334,10002,지하철역,10,수도권,002,2호선,0334,종합운동장,127.073931886238,37.511276657276902
10002100020336,10002,지하철역,10,수도권,002,2호선,0336,한양대,127.043802906333,37.555576925999397
10002100020338,10002,지하철역,10,수도권,002,2호선,0338,홍대입구,126.92334535769299,37.556654223863099
10002100030339,10002,지하철역,10,수도권,003,3호선,0339,가락시장,127.11756043890099,37.492310664307901
10002100030341,10002,지하철역,10,수도권,003,3호선,0341,경찰병원,127.124382934837,37.496023033163198
10002100030342,10002,지하철역,10,수도권,003,3호선,0342,고속터미널,127.00471958095,37.503491327621603
10002100030344,10002,지하철역,10,수도권,003,3호선,0344,구파발,126.918911105337,37.636629730733397
10002100030345,10002,지하철역,10,수도권,003,3호선,0345,금호,127.015884076605,37.5482639730876
10002100030347,10002,지하철역,10,수도권,003,3호선,0347,녹번,126.93576451446,37.601091242914201
10002100030348,10002,지하철역,10,수도권,003,3호선,0348,대곡,126.810881269254,37.631480794217801
10002100030349,10002,지하철역,10,수도권,003,3호선,0349,대청,127.079543,37.493549000000002
10002100030350,10002,지하철역,10,수도권,003,3호선,0350,대치,127.063447,37.494551000000001
10002100030351,10002,지하철역,10,수도권,003,3호선,0351,대화,126.747755051753,37.676165500887699
10002100030352,10002,지하철역,10,수도권,003,3호선,0352,도곡,127.05542699999999,37.490904
10002100030353,10002,지하철역,10,수도권,003,3호선,0353,독립문,126.957898266299,37.574677402052302
10002100030354,10002,지하철역,10,수도권,003,3호선,0354,동대입구,127.00483998505599,37.559058667856803
10002100030355,10002,지하철역,10,수도권,003,3호선,0355,마두,126.777635200524,37.6520939236472
10002100030356,10002,지하철역,10,수도권,003,3호선,0356,매봉,127.046830713712,37.487089330516298
10002100030357,10002,지하철역,10,수도권,003,3호선,0357,무악재,126.950566581166,37.582430158904302
10002100030358,10002,지하철역,10,수도권,003,3호선,0358,백석,126.787835996295,37.643124145065201
10002100030359,10002,지하철역,10,수도권,003,3호선,0359,불광,126.929671644987,37.611005705194003
10002100030360,10002,지하철역,10,수도권,003,3호선,0360,삼송,126.894845699463,37.653498324453501
10002100030361,10002,지하철역,10,수도권,003,3호선,0361,수서,127.101899007409,37.487372152796503
10002100030362,10002,지하철역,10,수도권,003,3호선,0362,신사,127.020343720225,37.516537549658501
10002100030363,10002,지하철역,10,수도권,003,3호선,0363,안국,126.985116064908,37.576399800895601
10002100030364,10002,지하철역,10,수도권,003,3호선,0364,압구정,127.028482458008,37.526551438595803
10002100030365,10002,지하철역,10,수도권,003,3호선,0365,약수,127.010226332263,37.554110212967302
10002100030367,10002,지하철역,10,수도권,003,3호선,0367,연신내,126.921190751342,37.619288892692197
10002100030368,10002,지하철역,10,수도권,003,3호선,0368,오금,127.128374117223,37.502239306901998
10002100030369,10002,지하철역,10,수도권,003,3호선,0369,옥수,127.01765701912301,37.541625235337101
10002100030370,10002,지하철역,10,수도권,003,3호선,0370,원당,126.843022318517,37.653227451866798
10002100030371,10002,지하철역,10,수도권,003,3호선,0371,을지로3가,126.990714334426,37.566316589462701
10002100030372,10002,지하철역,10,수도권,003,3호선,0372,일원,127.084418238098,37.483698727877801
10002100030373,10002,지하철역,10,수도권,003,3호선,0373,잠원,127.01203618316001,37.513190478246003
10002100030374,10002,지하철역,10,수도권,003,3호선,0374,정발산,126.773396504229,37.6594685634239
10002100030375,10002,지하철역,10,수도권,003,3호선,0375,종로3가,126.99167816797301,37.570389141121503
10002100030376,10002,지하철역,10,수도권,003,3호선,0376,주엽,126.761105004146,37.670160571472202
10002100030377,10002,지하철역,10,수도권,003,3호선,0377,지축,126.91437491532599,37.648133741908097
10002100030378,10002,지하철역,10,수도권,003,3호선,0378,충무로,126.99396237459101,37.561569637907198
10002100030379,10002,지하철역,10,수도권,003,3호선,0379,학여울,127.07061899999999,37.496701000000002
10002100030380,10002,지하철역,10,수도권,003,3호선,0380,홍제,126.944162723982,37.589004415809498
10002100030381,10002,지하철역,10,수도권,003,3호선,0381,화정,126.832955889169,37.634747100361302
10002100030933,10002,지하철역,10,수도권,003,3호선,0933,원흥,126.8650229,37.652106699999997
10002100040382,10002,지하철역,10,수도권,004,4호선,0382,경마공원,127.00772326633501,37.443810011938197
10002100040383,10002,지하철역,10,수도권,004,4호선,0383,고잔,126.823831544782,37.316600921795299
10002100040384,10002,지하철역,10,수도권,004,4호선,0384,초지,126.80602002979801,37.320303084154503
10002100040385,10002,지하철역,10,수도권,004,4호선,0385,과천,126.99685744610299,37.433264681895899
10002100040386,10002,지하철역,10,수도권,004,4호선,0386,금정,126.94346985825599,37.372601492535402
10002100040387,10002,지하철역,10,수도권,004,4호선,0387,길음,127.02514460108399,37.603637155773697
10002100040388,10002,지하철역,10,수도권,004,4호선,0388,남태령,126.989214411905,37.463988464138701
10002100040389,10002,지하철역,10,수도권,004,4호선,0389,노원,127.063374023278,37.6563245243821
10002100040390,10002,지하철역,10,수도권,004,4호선,0390,당고개,127.07868800988,37.6703262807928
10002100040391,10002,지하철역,10,수도권,004,4호선,0391,대공원,127.00675088346,37.435949664257201
10002100040392,10002,지하철역,10,수도권,004,4호선,0392,대야미,126.91707003248899,37.328215685503601
10002100040393,10002,지하철역,10,수도권,004,4호선,0393,동대문,127.00940454960001,37.570742475261703
10002100040394,10002,지하철역,10,수도권,004,4호선,0394,동대문역사문화공원,127.006868523479,37.564518588995497
10002100040396,10002,지하철역,10,수도권,004,4호선,0396,명동,126.985997739637,37.560928148916197
10002100040398,10002,지하철역,10,수도권,004,4호선,0398,미아사거리,127.03015372464,37.613229705131999
10002100040399,10002,지하철역,10,수도권,004,4호선,0399,반월,126.903825944441,37.312538451819499
10002100040400,10002,지하철역,10,수도권,004,4호선,0400,범계,126.951112707072,37.389908126691999
10002100040401,10002,지하철역,10,수도권,004,4호선,0401,사당,126.981669400909,37.476669961972199
10002100040402,10002,지하철역,10,수도권,004,4호선,0402,산본,126.933213812791,37.358168893045701
10002100040403,10002,지하철역,10,수도권,004,4호선,0403,삼각지,126.973768676196,37.535537000348299
10002100040404,10002,지하철역,10,수도권,004,4호선,0404,상계,127.073405893043,37.660754074259202
10002100040405,10002,지하철역,10,수도권,004,4호선,0405,상록수,126.866354816598,37.303051612758303
10002100040406,10002,지하철역,10,수도권,004,4호선,0406,서울역,126.97216907113901,37.555786275105902
10002100040407,10002,지하철역,10,수도권,004,4호선,0407,선바위,127.00280093280401,37.451104720210502
10002100040409,10002,지하철역,10,수도권,004,4호선,0409,수리산,126.925595977239,37.350188411409697
10002100040412,10002,지하철역,10,수도권,004,4호선,0412,신길온천,126.768786021279,37.336180224253198
10002100040413,10002,지하철역,10,수도권,004,4호선,0413,신용산,126.96791226190101,37.529142981024798
10002100040414,10002,지하철역,10,수도권,004,4호선,0414,쌍문,127.034572825892,37.648363116903603
10002100040415,10002,지하철역,10,수도권,004,4호선,0415,안산,126.79015910027,37.326255017062003
10002100040416,10002,지하철역,10,수도권,004,4호선,0416,오이도,126.738114914493,37.362184216293997
10002100040418,10002,지하철역,10,수도권,004,4호선,0418,인덕원,126.97673787248,37.401665504985701
10002100040419,10002,지하철역,10,수도권,004,4호선,0419,정부과천청사,126.989970709091,37.426582322553003
10002100040420,10002,지하철역,10,수도권,004,4호선,0420,정왕,126.741725895413,37.352057548022401
10002100040421,10002,지하철역,10,수도권,004,4호선,0421,중앙,126.838449235187,37.315857895721798
10002100040422,10002,지하철역,10,수도권,004,4호선,0422,창동,127.047801988115,37.653580723755297
10002100040424,10002,지하철역,10,수도권,004,4호선,0424,충무로,126.99442739746701,37.561383054806797
10002100040425,10002,지하철역,10,수도권,004,4호선,0425,평촌,126.963450829293,37.394097056829402
10002100040426,10002,지하철역,10,수도권,004,4호선,0426,한대앞,126.85363184563801,37.309920252355397
10002100040428,10002,지하철역,10,수도권,004,4호선,0428,혜화,127.00184766349901,37.582351056002601
10002100050431,10002,지하철역,10,수도권,005,5호선,0431,개롱,127.135134660311,37.498039888063602
10002100050432,10002,지하철역,10,수도권,005,5호선,0432,개화산,126.80674414756901,37.572351611174597
10002100050433,10002,지하철역,10,수도권,005,5호선,0433,거여,127.144285187687,37.493095314815299
10002100050435,10002,지하철역,10,수도권,005,5호선,0435,공덕,126.95195699999999,37.543736000000003
10002100050440,10002,지하철역,10,수도권,005,5호선,0440,길동,127.14003495468501,37.537977174730003
10002100050441,10002,지하철역,10,수도권,005,5호선,0441,김포공항,126.80107487605,37.562333957968598
10002100050442,10002,지하철역,10,수도권,005,5호선,0442,까치산,126.846845633095,37.5318231628871
10002100050443,10002,지하철역,10,수도권,005,5호선,0443,답십리,127.05239370567701,37.567030518003797
10002100050444,10002,지하철역,10,수도권,005,5호선,0444,동대문역사문화공원,127.006882105302,37.5645113804677
10002100050445,10002,지하철역,10,수도권,005,5호선,0445,둔촌동,127.13622843949,37.527753503103199
10002100050447,10002,지하철역,10,수도권,005,5호선,0447,마장,127.04294375767201,37.566050500000003
10002100050448,10002,지하철역,10,수도권,005,5호선,0448,마천,127.15277910474001,37.495081359338798
10002100050449,10002,지하철역,10,수도권,005,5호선,0449,마포,126.945857078215,37.539602205516204
10002100050450,10002,지하철역,10,수도권,005,5호선,0450,명일,127.143952841237,37.551469364358098
10002100050451,10002,지하철역,10,수도권,005,5호선,0451,목동,126.86459574750501,37.526194042238203
10002100050452,10002,지하철역,10,수도권,005,5호선,0452,발산,126.837019760142,37.559099097845703
10002100050453,10002,지하철역,10,수도권,005,5호선,0453,방이,127.12611938779099,37.508879733985999
10002100050454,10002,지하철역,10,수도권,005,5호선,0454,방화,126.813226633752,37.578337466889302
10002100050455,10002,지하철역,10,수도권,005,5호선,0455,상일동,127.16666118344899,37.556773648531298
10002100050457,10002,지하철역,10,수도권,005,5호선,0457,송정,126.812568001127,37.5612176648049
10002100050458,10002,지하철역,10,수도권,005,5호선,0458,신금호,127.020421171687,37.554516211294697
10002100050459,10002,지하철역,10,수도권,005,5호선,0459,신길,126.915133155719,37.517660737797797
10002100050462,10002,지하철역,10,수도권,005,5호선,0462,애오개,126.956696010589,37.553566677696402
10002100050463,10002,지하철역,10,수도권,005,5호선,0463,양평,126.886362412631,37.525669465146102
10002100050464,10002,지하철역,10,수도권,005,5호선,0464,여의나루,126.933091593556,37.527298739070602
10002100050465,10002,지하철역,10,수도권,005,5호선,0465,여의도,126.923947650874,37.521501492523697
10002100050466,10002,지하철역,10,수도권,005,5호선,0466,영등포구청,126.896647850712,37.525743916840398
10002100050468,10002,지하철역,10,수도권,005,5호선,0468,오금,127.12803969038001,37.502076963830397
10002100050472,10002,지하철역,10,수도권,005,5호선,0472,우장산,126.83629972645799,37.548832239431903
10002100050473,10002,지하철역,10,수도권,005,5호선,0473,을지로4가,126.99702119585299,37.5667026213196
10002100050474,10002,지하철역,10,수도권,005,5호선,0474,장한평,127.064419032348,37.561676454135402
10002100050477,10002,지하철역,10,수도권,005,5호선,0477,청구,127.013802457672,37.5602224902253
10002100050479,10002,지하철역,10,수도권,005,5호선,0479,행당,127.02959370079699,37.557577753511801
10002100050480,10002,지하철역,10,수도권,005,5호선,0480,화곡,126.840452428855,37.5417507598046
10002100050481,10002,지하철역,10,수도권,005,5호선,0481,미사,127.19286695381901,37.563069121193799
10002100050482,10002,지하철역,10,수도권,005,5호선,0482,하남풍산,127.203889584946,37.552112510798501
10002100050484,10002,지하철역,10,수도권,005,5호선,0484,하남검단산,127.2206815,37.539845700000001
10002100050485,10002,지하철역,10,수도권,005,5호선,0485,강일,127.1736186,37.557441900000001
10002100060482,10002,지하철역,10,수도권,006,6호선,0482,공덕,126.951339681905,37.543832118437201
10002100060484,10002,지하철역,10,수도권,006,6호선,0484,구산,126.91737563039599,37.611790442731298
10002100060487,10002,지하철역,10,수도권,006,6호선,0487,독바위,126.932826523057,37.618882157754697
10002100060488,10002,지하철역,10,수도권,006,6호선,0488,돌곶이,127.056434986369,37.610539298284699
10002100060489,10002,지하철역,10,수도권,006,6호선,0489,동묘앞,127.01569396373699,37.5721546366902
10002100060490,10002,지하철역,10,수도권,006,6호선,0490,마포구청,126.90345382234899,37.563587808544497
10002100060491,10002,지하철역,10,수도권,006,6호선,0491,망원,126.910376808755,37.5556538370301
10002100060492,10002,지하철역,10,수도권,006,6호선,0492,버티고개,127.006740598847,37.547951186375002
10002100060493,10002,지하철역,10,수도권,006,6호선,0493,보문,127.019287719811,37.585304953335303
10002100060495,10002,지하철역,10,수도권,006,6호선,0495,불광,126.929671686589,37.610962458102101
10002100060496,10002,지하철역,10,수도권,006,6호선,0496,삼각지,126.972459774591,37.533996627815
10002100060497,10002,지하철역,10,수도권,006,6호선,0497,상수,126.922222871637,37.547917470608297
10002100060500,10002,지하철역,10,수도권,006,6호선,0500,석계,127.065822844902,37.614740121264902
10002100060501,10002,지하철역,10,수도권,006,6호선,0501,디지털미디어시티,126.90120962922801,37.576055593843201
10002100060502,10002,지하철역,10,수도권,006,6호선,0502,신당,127.018875594127,37.565735571404197
10002100060504,10002,지하철역,10,수도권,006,6호선,0504,약수,127.01055725530099,37.5551048240836
10002100060505,10002,지하철역,10,수도권,006,6호선,0505,역촌,126.92289931678999,37.606309074105603
10002100060506,10002,지하철역,10,수도권,006,6호선,0506,연신내,126.92110031288099,37.619491019901702
10002100060509,10002,지하철역,10,수도권,006,6호선,0509,응암,126.91555970370401,37.598571379482102
10002100060510,10002,지하철역,10,수도권,006,6호선,0510,이태원,126.99409051384799,37.534573131165899
10002100060512,10002,지하철역,10,수도권,006,6호선,0512,창신,127.01525633672,37.580757313415297
10002100060513,10002,지하철역,10,수도권,006,6호선,0513,청구,127.01371333831899,37.560319470445897
10002100060514,10002,지하철역,10,수도권,006,6호선,0514,태릉입구,127.074723446557,37.6173228338169
10002100060515,10002,지하철역,10,수도권,006,6호선,0515,한강진,127.001738853513,37.539723441449702
10002100060518,10002,지하철역,10,수도권,006,6호선,0518,효창공원앞,126.961435467653,37.539403094031101
10002100060519,10002,지하철역,10,수도권,006,6호선,0519,신내,127.104193319947,37.6125122579639
10002100070520,10002,지하철역,10,수도권,007,7호선,0520,강남구청,127.04146477625901,37.517426083380997
10002100070521,10002,지하철역,10,수도권,007,7호선,0521,건대입구,127.069196010836,37.540391200216199
10002100070522,10002,지하철역,10,수도권,007,7호선,0522,고속터미널,127.004946158411,37.504948571868503
10002100070524,10002,지하철역,10,수도권,007,7호선,0524,광명사거리,126.85495840175901,37.479305371500097
10002100070526,10002,지하철역,10,수도권,007,7호선,0526,남구로,126.887282433476,37.4861345896092
10002100070527,10002,지하철역,10,수도권,007,7호선,0527,남성,126.971034580479,37.484708237281403
10002100070528,10002,지하철역,10,수도권,007,7호선,0528,내방,126.993746890914,37.487789733001598
10002100070529,10002,지하철역,10,수도권,007,7호선,0529,노원,127.063673905437,37.656481776768601
10002100070530,10002,지하철역,10,수도권,007,7호선,0530,논현,127.02236932723901,37.511542083718098
10002100070532,10002,지하철역,10,수도권,007,7호선,0532,도봉산,127.046069142557,37.689335581411797
10002100070533,10002,지하철역,10,수도권,007,7호선,0533,뚝섬유원지,127.066749928836,37.531604508154402
10002100070534,10002,지하철역,10,수도권,007,7호선,0534,마들,127.05785130294301,37.665570122590303
10002100070535,10002,지하철역,10,수도권,007,7호선,0535,먹골,127.078028380587,37.610707255135502
10002100070537,10002,지하철역,10,수도권,007,7호선,0537,반포,127.01153331733499,37.508224225240298
10002100070538,10002,지하철역,10,수도권,007,7호선,0538,보라매,126.920369237923,37.499922012846397
10002100070540,10002,지하철역,10,수도권,007,7호선,0540,상도,126.94791099256599,37.502856955470399
10002100070542,10002,지하철역,10,수도권,007,7호선,0542,수락산,127.05550270531801,37.677806425651603
10002100070544,10002,지하철역,10,수도권,007,7호선,0544,신대방삼거리,126.928113749617,37.499710838824001
10002100070545,10002,지하철역,10,수도권,007,7호선,0545,신풍,126.909747656858,37.500170123272802
10002100070548,10002,지하철역,10,수도권,007,7호선,0548,용마산,127.08672050994601,37.573714086184197
10002100070549,10002,지하철역,10,수도권,007,7호선,0549,장승배기,126.93925537768,37.504950234432201
10002100070550,10002,지하철역,10,수도권,007,7호선,0550,장암,127.05304689875,37.700068684231198
10002100070552,10002,지하철역,10,수도권,007,7호선,0552,중곡,127.084298431668,37.565895234140001
10002100070553,10002,지하철역,10,수도권,007,7호선,0553,중화,127.079505807502,37.602572220086202
10002100070554,10002,지하철역,10,수도권,007,7호선,0554,천왕,126.83877994155,37.486578697833302
10002100070555,10002,지하철역,10,수도권,007,7호선,0555,철산,126.868300116741,37.476228928508597
10002100070557,10002,지하철역,10,수도권,007,7호선,0557,이수,126.981743998455,37.485319591513601
10002100070558,10002,지하철역,10,수도권,007,7호선,0558,태릉입구,127.075657577605,37.6183382760832
10002100070560,10002,지하철역,10,수도권,007,7호선,0560,학동,127.031930246077,37.514473654850903
10002100070799,10002,지하철역,10,수도권,007,7호선,0799,까치울,126.81130970774799,37.506192421630502
10002100070800,10002,지하철역,10,수도권,007,7호선,0800,부천종합운동장,126.797277831491,37.505391657689898
10002100070801,10002,지하철역,10,수도권,007,7호선,0801,춘의,126.787070101574,37.503678605525003
10002100070802,10002,지하철역,10,수도권,007,7호선,0802,신중동,126.776197957672,37.503073231571904
10002100070803,10002,지하철역,10,수도권,007,7호선,0803,부천시청,126.764140151034,37.504576051741701
10002100070804,10002,지하철역,10,수도권,007,7호선,0804,상동,126.753101315344,37.505780122330798
10002100070805,10002,지하철역,10,수도권,007,7호선,0805,삼산체육관,126.73687870000001,37.506652091183099
10002100070806,10002,지하철역,10,수도권,007,7호선,0806,굴포천,126.73117509814701,37.505931799627703
10002100070807,10002,지하철역,10,수도권,007,7호선,0807,부평구청,126.720557813491,37.508418633422998
10002100070808,10002,지하철역,10,수도권,007,7호선,0808,석남,126.674708,37.506270999999998
10002100070809,10002,지하철역,10,수도권,007,7호선,0809,산곡,126.697135,37.509263400000002
10002100080561,10002,지하철역,10,수도권,008,8호선,0561,가락시장,127.118051558929,37.493430442518999
10002100080562,10002,지하철역,10,수도권,008,8호선,0562,강동구청,127.12057545704501,37.530448072802699
10002100080565,10002,지하철역,10,수도권,008,8호선,0565,모란,127.129610636981,37.433894554285999
10002100080567,10002,지하철역,10,수도권,008,8호선,0567,문정,127.122260275252,37.486358772821703
10002100080568,10002,지하철역,10,수도권,008,8호선,0568,복정,127.126694969033,37.470371719359498
10002100080569,10002,지하철역,10,수도권,008,8호선,0569,산성,127.150003712885,37.457174328986298
10002100080571,10002,지하철역,10,수도권,008,8호선,0571,송파,127.112090780244,37.500063919917899
10002100080572,10002,지하철역,10,수도권,008,8호선,0572,수진,127.14094808048,37.437611898779501
10002100080573,10002,지하철역,10,수도권,008,8호선,0573,신흥,127.147567419637,37.441157479004502
10002100080574,10002,지하철역,10,수도권,008,8호선,0574,암사,127.12748732713101,37.550237502346498
10002100080576,10002,지하철역,10,수도권,008,8호선,0576,장지,127.126250434939,37.478869111429802
10002100090578,10002,지하철역,10,수도권,009,9호선,0578,가양,126.854302395121,37.561541085295701
10002100090579,10002,지하철역,10,수도권,009,9호선,0579,개화,126.79808892090099,37.578722978109901
10002100090580,10002,지하철역,10,수도권,009,9호선,0580,고속터미널,127.00410776603,37.506031943316103
10002100090581,10002,지하철역,10,수도권,009,9호선,0581,공항시장,126.81065958134,37.563953598614901
10002100090582,10002,지하철역,10,수도권,009,9호선,0582,구반포,126.987302070373,37.501461431937898
10002100090583,10002,지하철역,10,수도권,009,9호선,0583,국회의사당,126.917739269059,37.528279777763103
10002100090584,10002,지하철역,10,수도권,009,9호선,0584,김포공항,126.802044532056,37.562029264243101
10002100090585,10002,지하철역,10,수도권,009,9호선,0585,노들,126.95295129288399,37.512700891573402
10002100090586,10002,지하철역,10,수도권,009,9호선,0586,노량진,126.94076649711999,37.513610829767899
10002100090587,10002,지하철역,10,수도권,009,9호선,0587,당산,126.901934054479,37.5339512261462
10002100090589,10002,지하철역,10,수도권,009,9호선,0589,등촌,126.865495122848,37.550774839776103
10002100090591,10002,지하철역,10,수도권,009,9호선,0591,사평,127.015172992243,37.504290297928399
10002100090592,10002,지하철역,10,수도권,009,9호선,0592,샛강,126.928365912432,37.517496295742802
10002100090593,10002,지하철역,10,수도권,009,9호선,0593,선유도,126.89344414209199,37.538246818808702
10002100090595,10002,지하철역,10,수도권,009,9호선,0595,신목동,126.88305669624999,37.544352789943098
10002100090596,10002,지하철역,10,수도권,009,9호선,0596,신반포,126.995964793792,37.503512734629702
10002100090597,10002,지하철역,10,수도권,009,9호선,0597,신방화,126.817074953434,37.567610992088198
10002100090598,10002,지하철역,10,수도권,009,9호선,0598,양천향교,126.841838307362,37.568170787940197
10002100090599,10002,지하철역,10,수도권,009,9호선,0599,여의도,126.924185399042,37.521717588197397
10002100090600,10002,지하철역,10,수도권,009,9호선,0600,염창,126.874717630093,37.5470404370149
10002100090601,10002,지하철역,10,수도권,009,9호선,0601,증미,126.860616542461,37.558322327918397
10002100090836,10002,지하철역,10,수도권,009,9호선,0836,마곡나루,126.824664,37.560250000000003
10002100090889,10002,지하철역,10,수도권,009,9호선,0889,선정릉,127.043859,37.510254000000003
10002100090890,10002,지하철역,10,수도권,009,9호선,0890,삼성중앙,127.053101,37.512954000000001
10002100090891,10002,지하철역,10,수도권,009,9호선,0891,봉은사,127.060188,37.514259000000003
10002100090892,10002,지하철역,10,수도권,009,9호선,0892,종합운동장,127.0767,37.511484000000003
10002100091034,10002,지하철역,10,수도권,009,9호선,1034,둔촌오륜,127.13818999999999,37.519174999999997
10002100091035,10002,지하철역,10,수도권,009,9호선,1035,삼전,127.087551,37.504367000000002
10002100091036,10002,지하철역,10,수도권,009,9호선,1036,석촌,127.107146,37.505203999999999
10002100091037,10002,지하철역,10,수도권,009,9호선,1037,석촌고분,127.096917,37.502436000000003
10002100091038,10002,지하철역,10,수도권,009,9호선,1038,송파나루,127.112166,37.510278
10002100091040,10002,지하철역,10,수도권,009,9호선,1040,중앙보훈병원,127.148583,37.528716000000003
10002100091041,10002,지하철역,10,수도권,009,9호선,1041,한성백제,127.115966,37.516286999999998
10002100100603,10002,지하철역,10,수도권,010,경의중앙선,0603,가좌,126.914970298147,37.568672449074498
10002100100604,10002,지하철역,10,수도권,010,경의중앙선,0604,곡산,126.80141491423301,37.646373586728302
10002100100605,10002,지하철역,10,수도권,010,경의중앙선,0605,금릉,126.765290728002,37.751403797651001
10002100100606,10002,지하철역,10,수도권,010,경의중앙선,0606,금촌,126.773809423834,37.765857448136003
10002100100607,10002,지하철역,10,수도권,010,경의중앙선,0607,능곡,126.821088557672,37.618923198183701
10002100100608,10002,지하철역,10,수도권,010,경의중앙선,0608,대곡,126.811412885983,37.631564029395904
10002100100609,10002,지하철역,10,수도권,010,경의중앙선,0609,디지털미디어시티,126.90036480370399,37.577418731983997
